IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
MOHAMED MUSEWAR SHAZAD C O SHAZAD ENTERP,31731 NAIROBI,United Arab Emirates,8443390000,Other Printing Machinery  ,Printing Machinery  ,Printing Machinery  ,Negotiable
JOHN NGANGA,41584 NAIROBI,Australia,9506990000,Toys and Sporting Goods (Other)  ,Toys  ,Toys  ,Negotiable
DANIEL KIPSANG TANUI,42485 80100 MOMBASA,United Kingdom,6309001000,Worn Clothing and Other Worn Articles (Wool)  ,Used Clothing  ,Used Clothing  ,Negotiable
HENRY GATEI GATHUNGU,632 00216 GITHUNGURI,China,8477100000,Injection-Molding Machines  ,Molding Machines  ,Molding Machines  ,Negotiable
JOSEPH MUCHAI MUIRURI,9305 00100 NAIROBI,China,8544420000,Insulated Wires and Cables  ,Wires  ,Wires  ,Negotiable
NANCY NYAMBURA GACOKA,837 NAIROBI,India,8437900000,Parts of Machinery for Grain Milling or Processing  ,Grain Machinery Parts  ,Grain Machinery Parts  ,Negotiable
JAMES MIDENYO SABWA T A SAAFI GENERAL SU,7467 - 00300 NAIROBI,China,5703300000,Carpets and Other Textile Floor Coverings  ,Carpets  ,Carpets  ,Negotiable
AL NOOR AKBARALI JUMA,"46126 00100 NAIROBI, KENYA",Belgium,7323930000,"Table, Kitchen, or Household Articles of Iron or Steel  ",Steel Utensils  ,Steel Utensils  ,Negotiable
JOHN P NDUIGA,55365 00200 NAIROBI,China,5401200000,Synthetic Filament Yarn  ,Synthetic Yarn  ,Synthetic Yarn  ,Negotiable
JOSEPH NGARUIYA NJENGA,77532 NAIROBI,South Africa,64039990,"Other Footwear, with outer soles of rubber, plastics, leather or composition leather",Footwear  ,Footwear  ,Negotiable
PEP STORES (PTY) LTD,KOFI ANNAN ROAD THETSANE OFFICE PARK,South Africa,85258090,"Other Television cameras, digital cameras and video camera recorders",Cameras  ,Cameras  ,Negotiable
ATLANTIC HI TECH (PTY)LTD,PIONEER ROAD PIONEER MALL SHOP UG06,South Africa,96190099,"Other Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles",Sanitary Products  ,Sanitary Products  ,Negotiable
RETAIL INVESTMENTS (PTY) LTD,MOTHEO FRANK MAPETLA MASIANOKENG,South Africa,21022000,"Inactive yeasts; other single-cell micro-organisms, dead",Yeast  ,Yeast  ,Negotiable
SHOPRITE LESOTHO (PTY) LTD,KINGSWAY LNDC,South Africa,12141000,Lucerne (alfalfa) meal and pellets,Alfalfa Meal  ,Alfalfa Meal  ,Negotiable
MATEKANE MINING INVESTMENT CO. (PTY) LTD,P.O. BOX 4474 MASERU - WEST 105,South Africa,85182900,"Other Loudspeakers, whether or not mounted in their enclosures",Loudspeakers  ,Loudspeakers  ,Negotiable
SUN SEA WHOLESALERS (PTY) LTD,MASERU RESERVE INDUSTRIAL AREA,South Africa,15029000,"Other fat, of bovine animals, sheep or goats",Animal Fat  ,Animal Fat  ,Negotiable
LESOTHO BAKERY (PTY) LTD,MPITI THETSANE TAIYUAN GARMENTS THETSANE INDUSTRIAL ESTATES,South Africa,72071900,"Other Semi finished products of iron or non alloy steel, containing by weight less than 0.25% of carbon",Iron Semi-Finished Products  ,Iron Semi-Finished Products  ,Negotiable
CASHBUILD LESOTHO (PTY) LTD,P/N 356 MOTSOENE ROAD INDUSTRIAL AREA,South Africa,64062000,"Outer soles and heels, of rubber or plastics",Shoe Soles  ,Shoe Soles  ,Negotiable
REFLEX FOOTWEAR (PTY) LTD,P.O. BOX 1631 MAPUTSOE 350,South Africa,17049000,"Other sugar confectionary (including white chocolate), not containing cocoa",Sugar Confectionery  ,Sugar Confectionery  ,Negotiable
BROWNS CASH AND CARRY (PTY) LTD,CORNER SENATE AND LEPOQO ROADS INDUSTRIAL AREA SITE #6,South Africa,19041000,Prepared foods obtained by the swelling or roasting of cereals or cereal products,Cereal Snacks  ,Cereal Snacks  ,Negotiable
U-SAVE SUPERMARKETS (PTY) LTD,KINGSWAY ROAD WITHIN SHOPRITE OFFICE LNDC CENTRE,South Africa,63011000,Electric blankets,Electric Blankets  ,Electric Blankets  ,Negotiable
AFRISKI MOUNTAIN RESORT (PTY) LTD,P.O. BOX 71 BUTHA-BUTHE 400,South Africa,48181000,Toilet paper,Toilet Paper  ,Toilet Paper  ,Negotiable
COSMETICS CONNECTION LESOTHO(PTY)LT,KINGSWAY ROAD CATHEDRAL AREA PLOT NO 3283-375,South Africa,49111090,"Other Trade advertising material, commercial catalogues and the like",Advertising Material  ,Advertising Material  ,Negotiable
PEPKOR SPECIALITY STORES (LESOTHO) (PTY) LTD,"HILTON ROAD DU PREEZ LIEBETRAU & CO, BLOCK A-397",South Africa,48201000,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",Stationery  ,Stationery  ,Negotiable
SUPER HARDWARE & FURNITURE (PTY) LTD,OPPOSITE TOLAFIA MARKET ROAD BUSSTOP AREA,South Africa,11010090,Other wheat flour,Wheat Flour  ,Wheat Flour  ,Negotiable
CALEDON TRADING COMPANY (PTY) LTD,P.O. BOX 038 MASERU - WEST 105,South Africa,68022900,Other stone simply cut or sawn with a flat or even surface,Cut Stone  ,Cut Stone  ,Negotiable
MOTHEO FUNERAL SERVICES (PTY) LTD,KOENANE MATSOSO HA TSIAME MASOWE 3,South Africa,49019900,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",Printed Books  ,Printed Books  ,Negotiable
XPRESS GRAPHICS & MULTIMEDIA (PTY) LTD,P/N 12274-101 P/N 12274-101 INDUSTRIAL AREA,Ethiopia,39173203,PLASTIC FLEXIBLE TUBE,Plastic Flexible Tube,Plastic Tube,Negotiable
Importer,Importer Address,Ethiopia,71171901,CHAINS (FASHION JEWELERY CHAINS),Fashion Jewelry Chains,Jewelry Chains,Negotiable
ALCANTARA/APARICIO/JACINTO MARGARITO,ENRIQUE FARMAN 21 SIN NUMERO AVIACION CIVIL CALZADA IGNACIO ZARAGOZA Y CALLE ROBERTO FIERRO,Ethiopia,90230001,MODELS DESIGNED FOR THE DEMONSTRATION,Demonstration Models,Demonstration Models,Negotiable
VICTOR MANUEL ALVAREZ ALCALDE,AVENIDA HACIENDA PRESILLAS 228,Ethiopia,72155002,COLD MADE NON-ALLOY STEEL BARS,Cold Made Non-Alloy Steel Bars,Steel Bars,Negotiable
EL ARMARIO ABIERTO SA DE CV,AGUSTIN MELGAR 25 L CONDESA ZAMORA Y PACHUCA,Ethiopia,85439099,PART FOR ELECTRIC ACTUATOR,Electric Actuator Part,Electric Actuator Part,Negotiable
ACHV ACEROS SA DE CV,CALLE PTOLOMEO 841 CONTRY LA ESCONDIDA CALLE APOLO Y CALLE FRANKLIN,Ethiopia,73181606,NUTS,Nuts,Nuts,Negotiable
"ACIMEX AUTOMATIZACION, CONTROL E INSTRUMENTACION SA DE CV",JUAN GARCIA PONCE MANZANA 10 LOTE 27 2511 URBANO BONANZA CALLE JOSE CLEMENTE OROZCO Y CALLE HECTOR AZAR,Ethiopia,56031202,UNWEAVED FABRIC,Unwoven Fabric,Unwoven Fabric,Negotiable
AGRICOLA AUTOMOTRIZ DEL CENTRO SA DE CV,BLVD LAZARO CARDENAS 1800 SANTA FE PRIV DEL RAQUET Y SAN MARTIN,Ethiopia,73089099,SECTIONAL PANEL,Sectional Panel,Sectional Panel,Negotiable
JOSE ARMANDO ALCALA CAZARES,PROGRESISTA 200,Ethiopia,40122001,TIRE USED FOR CAR AND PICK UP SEE IDENTIFICATION DATA IN RELATION APPENDIX,Used Tire for Car and Pickup,Used Tire,Negotiable
ALCALA/CAZARES/ADRIANA NATALI,MANUEL J CLOUTHIER 2322-B EL COLLI URBANO VOLCAN POPOCATEPETL Y VOLCAN AJUSCO,Ethiopia,40112006,Tires,Tires,Tires,Negotiable
ALVAREZ/CASTRO/ERNESTO,JUAN RULFO 1045 AEROPUERTO JOSE ANTONIO TORRES Y J. MUJICA,Ethiopia,83021099,HINGES.,Hinges,Hinges,Negotiable
AYALA/CORONA/LUIS ENRIQUE,EMILIANO ZAPATA 156 A ATEMAJAC DEL VALLE AQUILES SERDAN Y CUITLAHUAC,Ethiopia,39206299,POLYESTER FILMS,Polyester Films,Polyester Films,Negotiable
AUDIO ACUSTICA DIAMANT SA DE CV,ALDACO 16 12 CENTRO DE LA CIUDAD DE MEXICO AREA 8 NINGUNA,Ethiopia,39233002,PLASTIC INKS,Plastic Inks,Plastic Inks,Negotiable
ABRACINTAS Y ADHESIVOS S DE RL DE CV,AVENIDA SALVADOR NAVA MARTINEZ 2946 TANGAMANGA CALDERON DE LA BARCA Y FERNANDO SANCHEZ,Ethiopia,61099004,CLOTHING TYPE T-SHIRT,T-Shirt,T Shirt,Negotiable
"ABASTECEDORA DE ACRILICOS Y DERIVADOS, SA DE CV",AURELIANO RAMOS 3613 HIDALGO CALLE RAMON CORRAL Y CALLE MANUEL G. GONZALEZ,Ethiopia,90321099,COMPLETE THERMOSTATS WITH THEIR ACCESSORIES,Complete Thermostats with Accessories,Thermostats,Negotiable
AE ACCESORIOS EXTREMOS SA DE CV,SIGLO XXI 3335 VICENTE GUERRERO CALLE UDINE Y CALLE LAZARO CARDENAS,Ethiopia,84213999,AIR FILTERS,Air Filters,Air Filters,Negotiable
AESA ARTICULOS ELECTRICOS SA DE CV,REVILLAGIGEDO ENTRADA POR VICTORIA 95 D 37 D CENTRO DE LA CIUDAD DE MEXICO AREA 5 ARTICULO 123 Y VICTORIA,Ethiopia,31056001,PROTEKTOR) PLANT NUTRIENT,Plant Nutrient (Protektor),Plant Nutrient,Negotiable
(AAF940930MK6) AAF S DE RL DE CV,AV PRIMERO DE MAYO 85 SAN ANDRES ATENCO VIA GUSTAVO BAZ Y AVILA CAMACHO,Ethiopia,39235001,PLASTIC TOP,Plastic Top,Plastic Top,Negotiable
"ANANAS AGRO, S.A. DE C.V.",MATAMOROS 593 CENTRO AVENIDA FLORES MAGON Y CALLE EMILIANO ZAPATA,Ethiopia,27030002,MOSS PEAT MOSS,Moss Peat Moss,Peat Moss,Negotiable
AISIN AUTOMOTIVE GUANAJUATO SA DE CV,MONOZUKURI 4 OTRA NO ESPECIFICADA EN EL CATALOGO CARRETERA A SAN MIGUEL DE ALLENDE Y JOAQUIN D HARCOURT RDZ,Ethiopia,84818002,SINGLE LEVER FOR CHROME FINISH BRASS SINK INCLUDES COVER (DOES NOT INCLUDE AUTOMATIC DRAIN),Single Lever for Chrome Finish Brass Sink with Cover (Excludes Automatic Drain),Brass Sink,Negotiable
ABASTECEDORA AGRICENTER SA DE CV,BLVD A ZACATECAS 117 A LAS HADAS INDUSTRIA Y EBANO,South Africa,22019000,WATERS INCLUDING NATURAL OR ARTIFIC,Bottled Water  ,Beverages  ,Negotiable
(AAG8610133Q0) ALAN DE AGUASCALIENTES SA DE CV,GUADALUPE 224 CALLE JOSE FLORES Y CALLE INDEPENDENCIA,South Africa,22090000,VINEGAR,Vinegar  ,Condiments  ,Negotiable
WECKE & VOIGTS PTY LTD,BOX 62 WINDHOEK NAMIBIA GUSTAV VOIGTS CSETRE IND AV,South Africa,22021090,WATERS,Drinking Water  ,Beverages  ,Negotiable
DIS-CHEM WERNHILL (PROPRIETARY) LIMITED,P O BOX 142 SWAKOPMUND NAMIBIA ERF,South Africa,9109900,GINGER SAFFRON TURMERIC CURCUMA THY,Spices  ,Spices  ,Negotiable
KOMNIK & FRANCK CC,BOX 1864 WINDHOEK NAMIBIA 25 NELSON MANDELA AVENUE KLEI,Germany,34022000,PROBE WASH,Probe Wash  ,Laboratory Supplies  ,Negotiable
OSHANA-ONGWE INVESTMENTS CC,P/BAG 80090 ONGWEDIVA NAMIBIA ERF 896 OSHAKATI,Germany,38220000,ELECTROLYTE CCY,Electrolyte  ,Industrial Fluids  ,Negotiable
NAMIBIA INSTITUTE OF PATHOLOGY LIMITED,PO BOX 277 WINDHOEK NAMIBIA KATUTUR,Belgium,84833090,Transmission Shafts (Including Cam,Transmission Shafts  ,Mechanical Components  ,Negotiable
BARLOWORLD EQUIPMENT,BOX 216 WINDHOEK,China,84212390,OIL FILTER,Oil Filter  ,Automotive Components  ,Negotiable
GREG'S MOTOR SPARES (PTY) LTD,P O BOX 9811 EROS WINDHOEK NAMIBIA NO ERF 480,Turkey,84501900,WASHING MACHINES,Washing Machines  ,Home Appliances  ,Negotiable
MOTOVAC NAMIBIA PTY LTD,BOX 40997 AUSSPANNPLATZ NAMIBIA 59-61 RENSBURGER S,China,84821000,BEARING,Bearing  ,Mechanical Components  ,Negotiable
THOMAS RONALD BARTELT,BOX 86318 EROS WINDHOEK KRUPP STREET WINDHOEK,Canada,34039900,1 X 40'HC - BMOU5961527 S/N: FX1239,Shipping Container  ,Shipping Equipment  ,Negotiable
ERNST ERICH KOPP T/A OTJIWARONGO MOTORS & TRACTORS,BOX 28 OTJIWARONGO NAMIB,Sweden,72224000,SLIDE BAR,Slide Bar  ,Mechanical Components  ,Negotiable
MINCON NAMIBIA (PTY) LTD,BOX 11654 WINDHOEK NAMIBIA PROSPERITA BUSINESS PA,Japan,84833090,BUSHING,Bushing  ,Mechanical Components  ,Negotiable
EPIROC MINING (PTY) LTD,BOX 559 WINDHOEK NAMIBIA NO 1 NEWCASTLE ROAD NORTH,Japan,84133000,PUMP,Pump  ,Pumps  ,Negotiable
KOMATSU NAMIBIA PTY LTD,3 WINDHOEK NAMIBIA 43 NORLAND STREET LAFRENZ TOWNS,Thailand,84144000,COMPRESSOR,Compressor  ,Compressors  ,Negotiable
PUPKEWITZ MOTOR HOLDINGS PTY LTD,P.O. BOX 140WINDHOEKNAMIBIANAMIBIA 38 IND,China,85369090,Electrical Apparatus for Switching,Electrical Switchgear  ,Electrical Equipment  ,Negotiable
LESLEY EDWARD PAGE,P.O.BOX 3362 WALVISBAY NAMIBIA 123 HAGE GEINGOB STREET,United States of America,90183190,BD VAC A LINE,Vacuum Tube  ,Medical Supplies  ,Negotiable
CRAIGCOR DISTRIBUTION (NAMIBIA) (PTY) LTD,P.O. BOX 32223 WINDHOEK NAMIBIA,Thailand,90292000,"Revolution Counters, Production Cou",Counters  ,Measuring Instruments  ,Negotiable
MEDLAB SERVICES CC,BOX 40253 WINDHOEK NAMIBIA 43 MARCONI STREET WINDHOEK,Spain,1515300000,Castor oil and its fractions,Castor Oil  ,Castor Oil  ,Negotiable
WEST COAST MOTORS CC,PO BOX 35 SWAKOPMUND NAMIBIA BRUCKEN STR 12 SWAKOPMUN,Egypt,3208201000,Varnishes (including lacquers),Varnishes  ,Paints  ,Negotiable
ALLIED TECHNOL SYSTEMS LIMITED,"COCOSHEEN CLOSE, OFF OGUNBODEDESTREET, IKEJA, IKEJA, LAGOS",India,8504409000,Other static converters not specified,Static Converters  ,Electrical Equipment  ,Negotiable
FIDEL ASSOCIATES LIMITED,"66, CLEGG STREET OJUELEGBA LAGOS,LAGOS, SURULERE, LAGOS",India,5514430000,Other woven fabrics of polyester staple fibres,Polyester Woven Fabrics  ,Textile Materials  ,Negotiable
BHOJSONS PLC,"KOFO ABAYOMI STREET, VICTORIAISLAND, ETI OSA, LAGOS",China,7612909000,Other aluminium containers not specified.,Aluminium Containers  ,Packaging Materials  ,Negotiable
HIYCO NIG. LTD,"NO 83/7SHARADA INDUSTRIAL AREAPHASE I, KANO, FAGGE, KANO",China,2833210000,Of magnesium,Magnesium  ,Metals  ,Negotiable
OGBUTA INVESTMENT CO. LIMITED,"6, BANKOLE STREET, PEDRO, LAGOS,LAGOS MAINLAND, LAGOS",India,9018390000,"Catheters, cannulae and the like",Catheters  ,Medical Supplies  ,Negotiable
NEW HEALTH WAY COMPANY LIMITED,"LAGOS BADAGRY EXPRESSWAY, AJANGBADI, LAGOS, OJO, LAGOS",India,8711201000,"Motorcycles and cycles fitted with auxiliary motor,petrol fuel, capacity >50<250cc, CKD",Motorcycles CKD  ,Motor Vehicles  ,Negotiable
U-MEC NIG LIMITED,"ASHOGBON STREET', IDUMOTA, LAGOS, LAGOS ISLAND, LAGOS",Brazil,2501009000,Other salt not specified.,Salt  ,Food Ingredients  ,Negotiable
WANDEL INTERNATIONAL (NIG) LTD,"ERIC MOORE ROAD, SURULERE, LAGOS,SURULERE, LAGOS",United Kingdom,3204900000,"Other Synthetic organic colouring matter, whether or not",Synthetic Dyes  ,Chemical Dyes  ,Negotiable
NASCON ALLIED INDUSTRIES PLC,"IKOSI ROAD, OREGUN IKEJA, LAGOS, IKEJA, LAGOS",Indonesia,3004909000,Other medicaments not else where specified,Medicaments  ,Pharmaceuticals  ,Negotiable
ROBINSON VENTURES LIMITED,"39, LADIPO STREET, MUSHIN, LAGOS,MUSHIN, LAGOS",China,8479820000,"Mixing, kneading, crushing, grinding, screening, sifting",Mixing Machines  ,Industrial Machinery  ,Negotiable
ORANGE DRUG LTD,"66/70TOWN PLANNING WAY ILUPEJU,LAGOS, MUSHIN, LAGOS",Turkey,3906900000,"Other Acrylic Polymers prepared in primary forms, nes",Acrylic Polymers  ,Plastic Raw Materials  ,Negotiable
DE- DAMAK NIG. LTD.,"1OPP. ECOBANK ABAYOMI B/S, IWOROAD, IBADAN, IBADAN SOUTH EAST,OYO","Taiwan, Province of China",3901100000,Polyethylene having a specific gravity of less than 0.94,Polyethylene  ,Plastic Raw Materials  ,Negotiable
INTEGRATED CHEMICAL INDUSTRIES (INTECIL) LIMITED,"ISUOCHA STR, UWANI, ENUGU, ENUGUNORTH, ENUGU",China,2936270000,Vitamin C and its derivatives,Vitamin C  ,Vitamins  ,Negotiable
SUNRISE PRODUCTS LIMITED,"D-14, EKO COURT, KOFO ABAYOMISTREET, VICTORIA ISLAND, ETI OSA,LAGOS",Canada,2207109000,"Undenatured ethyl alcohol with alcoholic =>80% vol: not for medical, pharmacy or science",Ethyl Alcohol  ,Alcohol  ,Negotiable
KUNIMED PHARMACEUTICAL LTD.,"ADELANWA STREET, OFF MORTUNEAVENUE, VALLEY ESTATE, CEMENTB/STOP, LAGOS, DOPEMU, AGEGE, LAGOS",United Republic of Tanzania,4103900000,"Other raw hides and skin[fresh, or Other",Raw Hides  ,Leather  ,Negotiable
EDIC CHEMICALS AND ALLIED DISTRIBUTIONS LIMITED,"AFOLABI LESHI STREET, ILUPEJU,MUSHIN, LAGOS",China,2918140000,Citric acid,Citric Acid  ,Food Additives  ,Negotiable
TOASIS CARGO EXXPRESS LTD,"36/65, PAYNE CRESC, APAPA, APAPA, LAGOS",Indonesia,2927000000,"Diazo, azo or azoxycompounds.",Diazo Compounds  ,Chemical Compounds  ,Negotiable
EMOS BEST INDUSTRIES LTD,"107UPPER NEW MARKET, ONITSHA,ONITSHA NORTH, ANAMBRA",SHANGHAI,5211490000,"MESH FABRIC, S / M, S / M, 3.49 DEGREE OF ELABORAC.: YARNS OF DIFFERENT COLORS, FINISH: SANFORIZED THICKNESS: 360 G / M2 TEXTILE: WEFT AND WARP FABRIC, COMPOSIC.: 78% COTTON, 20% POLYESTER , 2% POLYURET WIDTH: 1.69M., USE: TEXTILE CLOTHING",Mesh Fabric  ,Fabric  ,Negotiable
ASIA PLASTIC INDUSTRIES LTD.,"KM18, HADEJIA ROAD, JOGANA, KANO,NIGERIA., KANO, KANO MUNICIPAL,KANO",NINGBO,8708302900,"BRAKE PAD SETS, STEEL / OTHERS FOR CARBON CARBON VEHICLE BRAKE SYSTEMS",Brake Pads  ,Brake Parts  ,Negotiable
HUAQUIPACO MAMANI HERBERT,JR. BENIGNO BALLON NRO. 831,SHEKOU,9503009500,"BOW AND ARROWS TOY, S / M, 909, DIMENSIONS: 71.00CMX19.00CMX04.00CM ACCESSORIES: C / ACCESSORIES X 07 PCS CODE: 909, COMPOS.: 100% PLASTIC MOVEMENT SOURCE: NO MOVEMENT SOURCE, USER: CHILD , PRESENTATION: BAG",Toy Bow and Arrows  ,Toys  ,Negotiable
BECERRA NINA LUIS GUILLERMO,AV. IQUITOS NRO. 285 (ALT.PLAZA MANCO CAPAC),BRUNSWICK,8716390000,"O4, BRAND: UTILITY, MODEL: VS2RA, YEAR MOD: 2010 CA: FRIDGE FURGON, AS: 0, EJ: 2, PA: 0, TT:, C1: WHITE PB: 29500, PN: 9010, CU: 20490 , LA: 14680, AN: 2600, AL: 4000, NR: 8, AR: 22/22, N1: 295 / 75R22, DE: 1250 CH: 1UYVS2482AM972805, VI: 1UYVS2482AM972805, MO:, CC: 0, SN: 0 SAC, INCLUDES UNITED",Refrigerated Trailer  ,Vehicle  ,Negotiable
LOPEZ HUAMAN VILMA,JR. ANDAHUAYLAS NRO. 956 INT. D 07 (ANTES 308 GALERIA MINA DE ORO),MANZANILLO,9003110000,"MOUNTS, PLANET OPTICAL, S / M MATERIAL: PLASTIC MOUNT // COD: PL6603",Eyeglass Mounts  ,Eyewear Parts  ,Negotiable
MAITA PEREZ MARISOL LOURDES,AV. BASADRE Y FORERO NRO. 2448 INT. A C.P. BOLOGNESI (LUBRICENTRO JACHITO),NINGBO,8477100000,"INJECTION MOLDING MACHINE, GREENST, IJT-SV140 INJECTION MOLDING MACHINE IJT SV 140 MANUFACTURING OF PLASTIC PARTS ACCORDING TO MOLD INJECTION MOLDING MACHINE STEEL",Injection Molding Machine  ,Plastic Machine  ,Negotiable
QUISPE GARCIA LIDA MILAGROS,JR. MESA REDONDA NRO. 941 (GALERIA MESA REDONDA),NINGBO,8309900000,"CLOSING CAP (FE) S / M S / M CLOSING CAP (FE) MODEL 1 2 ""AND 3/4"". 0.30 MM",Closing Cap  ,Pipe Fittings  ,Negotiable
MONTALVAN GUEVARA RICARDO GABRIEL,AV. MONTE DE LOS OLIVOS NRO. 890 INT. 2PIS URB. PROLG. BENAVIDES,VITORIA,6802230000,"GRANITE SHEET, S / M, S / M WHITE GRANITE POLISHED STONE DALLAS FOR KITCHEN TABLES POLISHED GRANITE DALLAS 2.0CM TREATED STONE",Granite Sheet  ,Granite  ,Negotiable
PUELLES ORREGO JOSE ANTONIO,JR. JORGE CHAVEZ NRO. 1354 (ALT CDRA 6 DE AV ARICA),SANTOS,8516100000,"SHOWER, LORENZETTI, MAXI SHOWER, EMB.C / 21 PCS CODE: 7137126 MAXI SHOWER LORENZETTI WITH HOSE 220V 5400W-EMB C / 21 PCS USE: DOMESTIC",Shower Head  ,Shower  ,Negotiable
BENAUTE MEDINA GENARO NEOFITO,MZA. D LOTE. 7 PARCEL 1 DEL PARQUE INDUS (CUADRA 4 DE AV. PEDRO HUILCA),HONG KONG,8443391000,"INKJET PRINTER, YINGHE, YH-1800H-PE INKJET PRINTER W / ACCESORIES INKJET PRINTER INKJET PRINTER INCLUDES ACCESSORIES",Inkjet Printer  ,Printer  ,Negotiable
LAURA FUENTES TEODOMIRO,AV. ARGENTINA NRO. 215 INT. AÃƒÂ±7 GALERIA C.C. NICOLINI (ALT PLAZA UNION PUESTO AÃƒâ€˜7),HAMBURG,3924900000,"CLEANING SPONGE, CALYPSO, S / M FINISH: NO PRINTING ACCESSORY: NO ACCESSORIES COMPOSITION: CELLULOSE ACETATE DIMENSION OR CAPACITY: WEIGHT OF 1 KG, CALYPSO REMOVE MAKE UP SPONGE // CODE: 31.210.008",Cleaning Sponge  ,Sponge  ,Negotiable
SCARNEO TUMBA MARUE HELEN,CAL. TEODORO CARDENAS NRO. 233 URB. SANTA BEATRIZ,NINGBO,4202320000,"PURSE, ELITOYS, ELY-06, FINISH: TE? IDO / R.D.N? 1267-2021 / DCEA / DIGESA / SA F.E.:04.03.2021 F.V.:04.03.2023 ACCESSORIES: NO ACCESSORIES, APPLICATIONS: NO APPLICATIONS EXTERNAL MAT: SYNTHETIC, PLASTIC OR RUBBER 100% POLYURETHANE TEXTILE COMP.",Purse  ,Bag  ,Negotiable
CALMET BETANCOURT GERARDO FEDERICO,CAL. SAN DIEGO NRO. 259 (CERCA COMISARIA),NINGBO,6006340000,"FABRIC POLYESTER FABRIC, S / M, S / M, 2.08 DEGREE OF MANUFACTURING: PRINTED, FINISH: HANGED WEIGHT: 254 G / M2 TEXTILE: KNITTED, COMPOS.: 100% POLYESTER, KNIT PER WEFT WIDTH: 1.88M ., USE: CONFECTIONS",Polyester Fabric  ,Polyester  ,Negotiable
TINEO CARPIO ELIZABETH GLADYS,JR. ANDAHUAYLAS NRO. 1269 INT. 118S,MIAMI,6116100000,"HYFLEX INDUSTRIAL SLEEVES? 11-251 STANDARD SIZE, USE: WORKER PROTECTION CONSTRUCTION: COD. 822179 PROCESSING GRADE: DYEED, FINISH: COATED FABRIC TYPE: KNITTED, COMPOSITION: 74% HPPE, 15% NAYLON, 11% LYCRA",Industrial Sleeves  ,Safety Apparel  ,Negotiable
ROSAS CONDORI BASILIO,JR. MONTEVIDEO NRO. 785 INT. 251A NINGUNO (GALERIA UNIVERSAL 2PISO),XIAMEN,5608110000,"FISHING NETS, S / M, S / M OTHER FEATURES: S / K, DSTB, LWSF DIMENSIONS: 210D / 2 X 3/8 ""X 400MD X 100MTRS; USE: IN THE FISHING INDUSTRY COMP .: 100% POLYAMIDE (NAIL? N) NYLON MULTIFILAMENT NET; COLOR: GREEN RM-48; UC ACCORDING TO INVOICE IS BY PIECES",Fishing Nets  ,Fishing Gear  ,Negotiable
GABUTEAU BARBA GEORG ROGER,CAL. RICARDO ANGULO NRO. 776 INT. 101 URB. CORPAC,PUSAN,8708501100,"REAR AXLES, VOLVO, VERSION 2 PRODUCT TYPE: REMANUFACTURED FOR AUTOMOTIVE USE COMPLETE REAR AXLES WITH SPRING SUSPENSION, HUB TYPE RESOLUTION: 055-2018 / SDC-INDECOPI",Rear Axles  ,Axle  ,Negotiable
HILASACA HILASACA MELITON,JR. SUCRE NRO. 228 BARRIO MANCO CAPAC,NINGBO,6301400000,"BLANKET, CASA LUIMAR., S / M, ELABORAC.GRADE: PRINTED,GRAMAGE: 240 G / M2 CONSTRUCTION: TWO SIDES, DOES NOT APPLY, UNIQUE, FABRIC TYPE: VELVET, COMPOS.: 100% POLYESTER, SIZE: 221.5 X 198, USE: FOR BED",Blanket  ,Bedding  ,Negotiable
TRUJILLO SANCHEZ JACK HARRIMAN,AV. RIO CHINCHA NRO. 158 (ALT CDRA 18 AV NICOLAS ARRIOLA),CHENNAI,3004902900,"HALOPERIDOL, S / M, S / M, LOT N005A21 / N015C21 EXPIRATION DATE 12/2023 / 02/2024 MEDICINE FOR HUMAN USE COI 000576-2021 PERU PSYCHOTROPIC HALOPERIDOL 5MG / ML SOLUTION INJECTABLE BOX X 10.S AMPOULES EE-06269 FROM 03/18/2019 TO 08/13/2023 // R.D. 6546-",Haloperidol  ,Medicine  ,Negotiable
QUENTA TICONA LUIS,JR. MONTEVIDEO 2DO. PISO NRO. 785 INT. 255A (ASOC. DE COMERC. IMPORTADORES UNIVERSAL),TIANJINXINGANG,7306190000,WUXI SP S / M STEEL PIPE FOR OIL TRANSPORT SEAMLESS CARBON STEEL PIPE STEEL PIPE,Steel Pipe  ,Steel Pipe  ,Negotiable
SARMIENTO CCOSCCO AGRIPINO,JR. CAHUIDE NRO. D INT. L.17 A.H. JOSE OLAYA BALANDRA (2DO PISO 1ERA ETAPA ALT PENAL STA MONICA),SANTOS,8474399000,"MISTURADOR, BERTAN, M.B. 3000, HORIZONTAL DUMPER WITH PNEUMATIC CLUTCH AND ITS ACCESSORIES USE: KNEAD MUD FOR BRICKS HORIZONTAL MISTER N? 5 (M.B. 3,000) SERIES: D002",Mud Mixer  ,Mixer  ,Negotiable
